"","ADED","zipcode"
"5213",81022,"10466"
"5213.1",81022,"10470"
"5213.2",81022,"10550"
"5214",81023,"10470"
"5214.1",81023,"10550"
"5214.2",81023,"10704"
"5215",81024,"10470"
"5215.1",81024,"10550"
"5216",81025,"10466"
"5216.1",81025,"10470"
"5216.2",81025,"10704"
"5217",81026,"10466"
"5217.1",81026,"10467"
"5217.2",81026,"10470"
"5218",81027,"10470"
"5218.1",81027,"10704"
"5219",81028,"10470"
"5220",81029,"10467"
"5220.1",81029,"10470"
"5221",81030,"10470"
"5222",81032,"10470"
"5223",81033,"10463"
"5223.1",81033,"10467"
"5224",81034,"10463"
"5224.1",81034,"10467"
"5225",81035,"10463"
"5225.1",81035,"10467"
"5226",81036,"10463"
"5227",81037,"10463"
"5227.1",81037,"10467"
"5227.2",81037,"10471"
"5228",81038,"10463"
"5229",81039,"10463"
"5230",81040,"10463"
"5231",81041,"10463"
"5232",81042,"10463"
"5233",81043,"10463"
"5234",81044,"10463"
"5235",81046,"10463"
"5236",81047,"10463"
"5236.1",81047,"10471"
"5237",81048,"10463"
"5238",81049,"10463"
"5238.1",81049,"10471"
"5239",81050,"10463"
"5239.1",81050,"10471"
"5240",81051,"10463"
"5240.1",81051,"10471"
"5241",81056,"10471"
"5242",81052,"10471"
"5243",81053,"10471"
"5244",81057,"10471"
"5245",81058,"10471"
"5246",81054,"10463"
"5246.1",81054,"10467"
"5246.2",81054,"10470"
"5246.3",81054,"10471"
"5247",81055,"10467"
"5247.1",81055,"10470"
"5247.2",81055,"10471"
"5247.3",81055,"10705"
"5248",81060,"10471"
"5249",81061,"10471"
"5249.1",81061,"10705"
"5250",81062,"10471"
"5251",81063,"10471"
"5252",81064,"10471"
"5253",81065,"10471"
"5254",81072,"10463"
"5254.1",81072,"10471"
"5255",81073,"10463"
"5255.1",81073,"10471"
"5256",82079,"10475"
"5257",81066,"10471"
"5258",81067,"10471"
"5259",81068,"10463"
"5259.1",81068,"10471"
"5260",81069,"10471"
"5261",81070,"10463"
"5261.1",81070,"10471"
"5262",81071,"10463"
"5262.1",81071,"10471"
"5263",82099,"10475"
"5264",81074,"10463"
"5264.1",81074,"10471"
"5265",81075,"10463"
"5265.1",81075,"10471"
"5266",81076,"10463"
"5267",81077,"10463"
"5268",81078,"10463"
"5269",81079,"10463"
"5269.1",81079,"10471"
"5270",81084,"10463"
"5271",81085,"10463"
"5272",81080,"10463"
"5272.1",81080,"10471"
"5273",81081,"10463"
"5274",81082,"10463"
"5275",81083,"10463"
"5275.1",81083,"10471"
"5276",81086,"10463"
"5277",81088,"10463"
"5278",81089,"10463"
"5279",81090,"10463"
"5280",81091,"10471"
"5281",81092,"10467"
"5281.1",81092,"10470"
"5282",81093,"10467"
"5283",81094,"10467"
"5283.1",81094,"10470"
"5284",81095,"10467"
"5285",81096,"10467"
"5286",81097,"10467"
"5286.1",81097,"10470"
"5287",82100,"10475"
"5288",82101,"10475"
"5289",81098,"10467"
"5290",81099,"10467"
"5291",81100,"10467"
"5291.1",81100,"10470"
"5292",81101,"10467"
"5292.1",81101,"10469"
"5293",81102,"10466"
"5293.1",81102,"10467"
"5293.2",81102,"10470"
"5294",81103,"10466"
"5294.1",81103,"10467"
"5295",81104,"10468"
"5296",81105,"10470"
"5296.1",81105,"10704"
"5297",81107,"10467"
"5297.1",81107,"10469"
"5297.2",81107,"10470"
"5298",82016,"10465"
"5299",82017,"10465"
"5300",82001,"10465"
"5301",82004,"10465"
"5302",82018,"10465"
"5303",82019,"10465"
"5304",82102,"10475"
"5305",82002,"10465"
"5306",82009,"10465"
"5307",82037,"10461"
"5308",82103,"10475"
"5309",82003,"10465"
"5310",82038,"10461"
"5311",83038,"10467"
"5312",82005,"10465"
"5313",82006,"10465"
"5314",82007,"10465"
"5315",82008,"10465"
"5316",82039,"10461"
"5317",82010,"10465"
"5318",82011,"10465"
"5319",82012,"10465"
"5320",82013,"10465"
"5321",82014,"10465"
"5322",82015,"10465"
"5323",83039,"10467"
"5323.1",83039,"10469"
"5324",82020,"10461"
"5324.1",82020,"10465"
"5325",82021,"10461"
"5325.1",82021,"10465"
"5326",82022,"10461"
"5326.1",82022,"10465"
"5327",82023,"10462"
"5328",82024,"10461"
"5328.1",82024,"10465"
"5329",83040,"10467"
"5329.1",83040,"10469"
"5330",82025,"10461"
"5330.1",82025,"10465"
"5331",82026,"10464"
"5332",82027,"10461"
"5332.1",82027,"10462"
"5333",82028,"10461"
"5333.1",82028,"10462"
"5334",82029,"10461"
"5334.1",82029,"10462"
"5335",82030,"10461"
"5336",82040,"10461"
"5336.1",82040,"10465"
"5337",82048,"10465"
"5337.1",82048,"10475"
"5338",82049,"10465"
"5338.1",82049,"10475"
"5339",82050,"10461"
"5340",82104,"10475"
"5341",82031,"10461"
"5341.1",82031,"10462"
"5341.2",82031,"10465"
"5342",82032,"10461"
"5343",82033,"10461"
"5344",82034,"10461"
"5345",82035,"10461"
"5345.1",82035,"10465"
"5346",82036,"10461"
"5347",82041,"10465"
"5348",82042,"10465"
"5349",82116,"10475"
"5350",82043,"10465"
"5351",82044,"10465"
"5352",82045,"10465"
"5353",82046,"10465"
"5354",82047,"10461"
"5354.1",82047,"10465"
"5354.2",82047,"10475"
"5355",82051,"10461"
"5356",82052,"10461"
"5357",82053,"10461"
"5357.1",82053,"10475"
"5358",82054,"10469"
"5358.1",82054,"10475"
"5359",82055,"10461"
"5360",82056,"10461"
"5360.1",82056,"10462"
"5361",82057,"10461"
"5362",82058,"10461"
"5363",82059,"10461"
"5363.1",82059,"10469"
"5364",82065,"10469"
"5364.1",82065,"10475"
"5365",82066,"10475"
"5366",82067,"10475"
"5367",82060,"10464"
"5368",82068,"10475"
"5369",82119,"10461"
"5369.1",82119,"10462"
"5370",82061,"10464"
"5371",82062,"10464"
"5372",82063,"10464"
"5373",82064,"10461"
"5374",82069,"10461"
"5374.1",82069,"10475"
"5375",82070,"10475"
"5376",82071,"10475"
"5377",82072,"10475"
"5378",82073,"10475"
"5379",82074,"10475"
"5380",82075,"10475"
"5381",82076,"10475"
"5382",82077,"10461"
"5382.1",82077,"10469"
"5382.2",82077,"10475"
"5383",82078,"10475"
"5384",82080,"10469"
"5384.1",82080,"10475"
"5385",82081,"10475"
"5386",82082,"10475"
"5387",82083,"10475"
"5388",82084,"10475"
"5389",82085,"10475"
"5390",82086,"10475"
"5391",82087,"10475"
"5392",82088,"10475"
"5393",82089,"10475"
"5394",82090,"10475"
"5395",82091,"10475"
"5396",82092,"10475"
"5397",82093,"10475"
"5398",82094,"10475"
"5399",82095,"10475"
"5400",82096,"10475"
"5401",82097,"10475"
"5402",82098,"10475"
"5403",82105,"10475"
"5404",82106,"10464"
"5404.1",82106,"10475"
"5405",82107,"10464"
"5405.1",82107,"10466"
"5405.2",82107,"10475"
"5405.3",82107,"10550"
"5405.4",82107,"10803"
"5406",82108,"10461"
"5406.1",82108,"10469"
"5406.2",82108,"10475"
"5407",82109,"10475"
"5408",82110,"10461"
"5408.1",82110,"10469"
"5408.2",82110,"10475"
"5409",82111,"10475"
"5410",83001,"10469"
"5410.1",83001,"10475"
"5411",82112,"10461"
"5411.1",82112,"10465"
"5411.2",82112,"10475"
"5412",82113,"10475"
"5413",83002,"10469"
"5414",83003,"10469"
"5415",83004,"10469"
"5416",83005,"10469"
"5417",83006,"10469"
"5418",83007,"10469"
"5419",83008,"10469"
"5419.1",83008,"10475"
"5420",83009,"10469"
"5421",82114,"10464"
"5422",82115,"10464"
"5422.1",82115,"10475"
"5423",83010,"10469"
"5424",83011,"10469"
"5425",83012,"10469"
"5426",83013,"10466"
"5426.1",83013,"10469"
"5426.2",83013,"10475"
"5427",83014,"10466"
"5427.1",83014,"10469"
"5427.2",83014,"10475"
"5428",83015,"10466"
"5428.1",83015,"10469"
"5429",83016,"10469"
"5430",83017,"10469"
"5431",83018,"10469"
"5432",83019,"10469"
"5433",83020,"10469"
"5434",83021,"10469"
"5435",83022,"10469"
"5436",83023,"10469"
"5437",83037,"10467"
"5438",83024,"10469"
"5439",83025,"10469"
"5440",83026,"10469"
"5441",83027,"10467"
"5441.1",83027,"10469"
"5442",83028,"10467"
"5443",83029,"10467"
"5444",83030,"10467"
"5444.1",83030,"10469"
"5445",83031,"10467"
"5445.1",83031,"10469"
"5446",83032,"10469"
"5447",83033,"10467"
"5447.1",83033,"10469"
"5448",83034,"10467"
"5449",83035,"10467"
"5450",83036,"10467"
"5451",83041,"10469"
"5452",83042,"10466"
"5452.1",83042,"10467"
"5452.2",83042,"10469"
"5453",83043,"10466"
"5453.1",83043,"10467"
"5453.2",83043,"10469"
"5454",83044,"10466"
"5454.1",83044,"10467"
"5454.2",83044,"10469"
"5455",83045,"10466"
"5455.1",83045,"10467"
"5456",83046,"10467"
"5457",83047,"10466"
"5457.1",83047,"10467"
"5458",83048,"10466"
"5458.1",83048,"10467"
"5459",83049,"10466"
"5460",83050,"10466"
"5460.1",83050,"10467"
"5461",83051,"10466"
"5462",83052,"10466"
"5463",83053,"10466"
"5464",83054,"10466"
"5465",83055,"10466"
"5466",83056,"10466"
"5467",83057,"10466"
"5468",83058,"10466"
"5469",83059,"10466"
"5470",83060,"10466"
"5471",83061,"10466"
"5472",83062,"10466"
"5473",83063,"10466"
"5474",83064,"10466"
"5474.1",83064,"10469"
"5475",83065,"10466"
"5476",83066,"10466"
"5477",83067,"10466"
"5477.1",83067,"10475"
"5478",83068,"10466"
"5478.1",83068,"10475"
"5478.2",83068,"10550"
"5479",83069,"10466"
"5479.1",83069,"10475"
"5480",83070,"10466"
"5480.1",83070,"10550"
"5481",83071,"10466"
"5481.1",83071,"10550"
"5482",83072,"10466"
"5483",83073,"10466"
"5484",83074,"10466"
"5485",83075,"10466"
"5486",83076,"10466"
"5487",83077,"10466"
"5488",83078,"10466"
"5489",83079,"10466"
"5489.1",83079,"10550"
"5490",83080,"10466"
"5491",83081,"10466"
"5491.1",83081,"10550"
"5492",83082,"10466"
"5492.1",83082,"10550"
"5493",83083,"10466"
"5493.1",83083,"10470"
"5493.2",83083,"10550"
"5494",83084,"10466"
"5495",83085,"10469"
"5496",83086,"10469"
"5497",83087,"10466"
"5497.1",83087,"10475"
"5498",83088,"10466"
"5498.1",83088,"10475"
"5499",83089,"10467"
"5500",84001,"10452"
"5501",84002,"10452"
"5502",84003,"10452"
"5502.1",84003,"10456"
"5503",84004,"10452"
"5503.1",84004,"10456"
"5504",84005,"10452"
"5504.1",84005,"10456"
"5505",84006,"10452"
"5506",86046,"10457"
"5507",84007,"10451"
"5507.1",84007,"10452"
"5508",84008,"10452"
"5509",84009,"10452"
"5510",84010,"10451"
"5510.1",84010,"10452"
"5511",84011,"10452"
"5512",84012,"10452"
"5513",84013,"10451"
"5513.1",84013,"10452"
"5514",84014,"10451"
"5514.1",84014,"10452"
"5515",84015,"10451"
"5516",84016,"10451"
"5517",84017,"10451"
"5518",84018,"10451"
"5518.1",84018,"10454"
"5519",86047,"10457"
"5520",84019,"10451"
"5520.1",84019,"10454"
"5521",84020,"10451"
"5521.1",84020,"10454"
"5522",84021,"10454"
"5523",84030,"10451"
"5524",84031,"10451"
"5525",84032,"10451"
"5526",84033,"10451"
"5526.1",84033,"10455"
"5527",84034,"10451"
"5528",84035,"10451"
"5528.1",84035,"10455"
"5529",84036,"10451"
"5530",84037,"10451"
"5530.1",84037,"10455"
"5531",84022,"10454"
"5531.1",84022,"10455"
"5531.2",84022,"10474"
"5532",84023,"10454"
"5533",84024,"10454"
"5534",84025,"10454"
"5535",84026,"10451"
"5535.1",84026,"10454"
"5536",84027,"10451"
"5536.1",84027,"10454"
"5536.2",84027,"10455"
"5537",84028,"10451"
"5537.1",84028,"10454"
"5537.2",84028,"10455"
"5538",84029,"10451"
"5539",84038,"10451"
"5539.1",84038,"10455"
"5540",84039,"10451"
"5540.1",84039,"10455"
"5541",84040,"10454"
"5541.1",84040,"10455"
"5542",84041,"10455"
"5543",84042,"10455"
"5544",84043,"10455"
"5545",84044,"10455"
"5546",84045,"10455"
"5547",84046,"10455"
"5548",84047,"10455"
"5549",84048,"10455"
"5549.1",84048,"10459"
"5550",84049,"10455"
"5550.1",84049,"10459"
"5551",84050,"10455"
"5552",84051,"10455"
"5553",84052,"10455"
"5554",84060,"10454"
"5555",84053,"10454"
"5555.1",84053,"10455"
"5555.2",84053,"10474"
"5556",84054,"10454"
"5556.1",84054,"10455"
"5557",84055,"10454"
"5557.1",84055,"10455"
"5558",84056,"10454"
"5558.1",84056,"10455"
"5559",84057,"10454"
"5560",84058,"10454"
"5561",84059,"10454"
"5562",87040,"10472"
"5563",84061,"10454"
"5564",84062,"10454"
"5565",84063,"10454"
"5566",84064,"10454"
"5567",84065,"10454"
"5568",84066,"10454"
"5568.1",84066,"10455"
"5569",84067,"10454"
"5569.1",84067,"10455"
"5570",84068,"10454"
"5570.1",84068,"10455"
"5571",84069,"10454"
"5571.1",84069,"10455"
"5572",84070,"10454"
"5572.1",84070,"10455"
"5573",84071,"10455"
"5574",84072,"10455"
"5575",84073,"10455"
"5575.1",84073,"10474"
"5576",84074,"10474"
"5577",84075,"10474"
"5578",84076,"10455"
"5579",84077,"10474"
"5580",84078,"10455"
"5580.1",84078,"10459"
"5581",84079,"10451"
"5581.1",84079,"10455"
"5582",84080,"10451"
"5583",84082,"10452"
"5583.1",84082,"10456"
"5584",84083,"10452"
"5585",84084,"10451"
"5586",84085,"10455"
"5587",85001,"10473"
"5588",85027,"10473"
"5589",85028,"10472"
"5589.1",85028,"10473"
"5590",85002,"10473"
"5590.1",85002,"10474"
"5591",85003,"10473"
"5592",85012,"10473"
"5593",85013,"10473"
"5594",85004,"10473"
"5595",85005,"10473"
"5596",85006,"10473"
"5597",85007,"10473"
"5598",85008,"10473"
"5599",85009,"10473"
"5600",85010,"10473"
"5601",85011,"10473"
"5602",85014,"10473"
"5603",85015,"10473"
"5604",85016,"10473"
"5605",85017,"10473"
"5606",85018,"10473"
"5607",85019,"10473"
"5608",85020,"10473"
"5609",85021,"10473"
"5610",85022,"10473"
"5611",85023,"10473"
"5612",85024,"10473"
"5613",85025,"10473"
"5614",85026,"10473"
"5615",86030,"10457"
"5616",85029,"10472"
"5616.1",85029,"10473"
"5617",85030,"10472"
"5617.1",85030,"10473"
"5618",85031,"10472"
"5618.1",85031,"10473"
"5619",85032,"10472"
"5620",85033,"10472"
"5620.1",85033,"10473"
"5621",85034,"10472"
"5622",85036,"10459"
"5622.1",85036,"10460"
"5623",85037,"10472"
"5623.1",85037,"10473"
"5624",85038,"10459"
"5624.1",85038,"10473"
"5624.2",85038,"10474"
"5625",85035,"11370"
"5626",85039,"10474"
"5627",85040,"10459"
"5627.1",85040,"10474"
"5628",85041,"10455"
"5628.1",85041,"10459"
"5629",85042,"10455"
"5629.1",85042,"10459"
"5630",85043,"10455"
"5630.1",85043,"10459"
"5630.2",85043,"10474"
"5631",85044,"10459"
"5631.1",85044,"10474"
"5632",85045,"10459"
"5633",85046,"10455"
"5633.1",85046,"10459"
"5634",85047,"10459"
"5635",85048,"10459"
"5636",85049,"10459"
"5637",85050,"10459"
"5637.1",85050,"10474"
"5638",85051,"10459"
"5638.1",85051,"10474"
"5639",85052,"10459"
"5640",85053,"10459"
"5641",85054,"10459"
"5642",85055,"10459"
"5643",85056,"10460"
"5643.1",85056,"10472"
"5644",85057,"10459"
"5645",85058,"10459"
"5645.1",85058,"10460"
"5646",85059,"10459"
"5646.1",85059,"10460"
"5647",85060,"10472"
"5648",85061,"10472"
"5649",85062,"10472"
"5650",85063,"10472"
"5651",85064,"10472"
"5652",85065,"10472"
"5653",85066,"10460"
"5653.1",85066,"10472"
"5654",85067,"10459"
"5654.1",85067,"10460"
"5654.2",85067,"10472"
"5655",85068,"10472"
"5656",85069,"10472"
"5657",85070,"10459"
"5657.1",85070,"10460"
"5657.2",85070,"10472"
"5658",85071,"10472"
"5658.1",85071,"10473"
"5659",85072,"10474"
"5660",85076,"10454"
"5661",85077,NA
"5662",85078,"10474"
"5663",85079,"11370"
"5664",85080,"10472"
"5665",85081,"10455"
"5665.1",85081,"10459"
"5666",85082,"10459"
"5666.1",85082,"10472"
"5666.2",85082,"10473"
"5666.3",85082,"10474"
"5667",85083,"10472"
"5668",85084,"10472"
"5669",85085,"10455"
"5670",86001,"10453"
"5671",86002,"10453"
"5672",86003,"10453"
"5673",86004,"10453"
"5674",86005,"10453"
"5675",86018,"10453"
"5675.1",86018,"10468"
"5676",86006,"10453"
"5677",86007,"10453"
"5678",86008,"10453"
"5679",86009,"10453"
"5680",86010,"10453"
"5680.1",86010,"10468"
"5681",86011,"10453"
"5682",86012,"10453"
"5682.1",86012,"10468"
"5683",86013,"10453"
"5683.1",86013,"10468"
"5684",86014,"10453"
"5684.1",86014,"10468"
"5685",86015,"10468"
"5686",86016,"10453"
"5686.1",86016,"10468"
"5687",86017,"10453"
"5687.1",86017,"10468"
"5688",86019,"10453"
"5688.1",86019,"10463"
"5688.2",86019,"10468"
"5689",86020,"10463"
"5689.1",86020,"10468"
"5690",86021,"10457"
"5691",86022,"10453"
"5691.1",86022,"10468"
"5692",86023,"10468"
"5693",86024,"10453"
"5693.1",86024,"10468"
"5694",86025,"10453"
"5694.1",86025,"10468"
"5695",86026,"10453"
"5696",86027,"10453"
"5696.1",86027,"10457"
"5697",86028,"10457"
"5698",86029,"10453"
"5698.1",86029,"10457"
"5699",86031,"10453"
"5699.1",86031,"10457"
"5700",86032,"10453"
"5700.1",86032,"10457"
"5701",86033,"10453"
"5702",86034,"10453"
"5702.1",86034,"10457"
"5703",86035,"10453"
"5703.1",86035,"10457"
"5704",86036,"10453"
"5704.1",86036,"10457"
"5705",86037,"10453"
"5705.1",86037,"10457"
"5706",86038,"10457"
"5707",86039,"10453"
"5707.1",86039,"10457"
"5708",86040,"10457"
"5709",86041,"10457"
"5710",86042,"10457"
"5711",86043,"10457"
"5712",86044,"10457"
"5713",86045,"10457"
"5714",86048,"10457"
"5715",86049,"10457"
"5716",86050,"10457"
"5717",86051,"10457"
"5717.1",86051,"10458"
"5718",86052,"10453"
"5718.1",86052,"10457"
"5718.2",86052,"10458"
"5719",86053,"10457"
"5719.1",86053,"10458"
"5720",86054,"10458"
"5721",86055,"10457"
"5721.1",86055,"10458"
"5722",86056,"10453"
"5722.1",86056,"10457"
"5722.2",86056,"10458"
"5722.3",86056,"10468"
"5723",86057,"10458"
"5723.1",86057,"10468"
"5724",86058,"10468"
"5725",86059,"10453"
"5725.1",86059,"10457"
"5726",86060,"10452"
"5726.1",86060,"10453"
"5726.2",86060,"10457"
"5727",87006,"10460"
"5728",87007,"10460"
"5729",86061,"10453"
"5729.1",86061,"10468"
"5730",86062,"10453"
"5731",86063,"10453"
"5732",86064,"10457"
"5733",86065,"10453"
"5734",86066,"10453"
"5735",86067,"10453"
"5735.1",86067,"10457"
"5736",86068,"10453"
"5737",86069,"10453"
"5737.1",86069,"10468"
"5738",86070,"10458"
"5739",86071,"10457"
"5740",86072,"10457"
"5740.1",86072,"10458"
"5741",87001,"10460"
"5742",87002,"10460"
"5743",87003,"10460"
"5744",87004,"10460"
"5745",87005,"10460"
"5746",87008,"10460"
"5747",87009,"10460"
"5748",87010,"10460"
"5749",87011,"10460"
"5750",87012,"10460"
"5751",87013,"10460"
"5752",87014,"10460"
"5753",87015,"10460"
"5754",87016,"10460"
"5755",87017,"10460"
"5755.1",87017,"10462"
"5756",87018,"10460"
"5756.1",87018,"10462"
"5757",87019,"10460"
"5758",87020,"10460"
"5758.1",87020,"10462"
"5759",87022,"10460"
"5759.1",87022,"10472"
"5760",87023,"10460"
"5761",87024,"10460"
"5761.1",87024,"10462"
"5761.2",87024,"10472"
"5762",87025,"10460"
"5762.1",87025,"10462"
"5762.2",87025,"10472"
"5763",87026,"10460"
"5763.1",87026,"10462"
"5764",87027,"10460"
"5764.1",87027,"10462"
"5765",87028,"10460"
"5765.1",87028,"10462"
"5766",87029,"10460"
"5766.1",87029,"10462"
"5767",87030,"10462"
"5768",87031,"10460"
"5768.1",87031,"10472"
"5769",87032,"10472"
"5770",87033,"10472"
"5771",87034,"10472"
"5772",87035,"10472"
"5773",87036,"10472"
"5774",87037,"10472"
"5775",87038,"10462"
"5775.1",87038,"10472"
"5776",87039,"10472"
"5777",87041,"10472"
"5777.1",87041,"10473"
"5778",87042,"10473"
"5779",87043,"10460"
"5779.1",87043,"10461"
"5779.2",87043,"10462"
"5780",87044,"10461"
"5780.1",87044,"10462"
"5781",87045,"10461"
"5782",87046,"10461"
"5782.1",87046,"10462"
"5783",87047,"10461"
"5783.1",87047,"10462"
"5784",87048,"10462"
"5785",87049,"10462"
"5786",87050,"10462"
"5787",87051,"10460"
"5787.1",87051,"10462"
"5788",87052,"10462"
"5789",87053,"10460"
"5789.1",87053,"10462"
"5790",87064,"10462"
"5791",87054,"10462"
"5792",87055,"10462"
"5793",87056,"10462"
"5794",87057,"10462"
"5795",87058,"10462"
"5796",87059,"10462"
"5797",87060,"10462"
"5798",87061,"10462"
"5799",87062,"10462"
"5800",87063,"10462"
"5800.1",87063,"10472"
"5801",87065,"10461"
"5801.1",87065,"10462"
"5802",87066,"10462"
"5803",87067,"10462"
"5804",87068,"10462"
"5805",87069,"10461"
"5805.1",87069,"10462"
"5806",87070,"10473"
"5807",87071,"10473"
"5808",87072,"10472"
"5808.1",87072,"10473"
"5809",87073,"10472"
"5810",87074,"10462"
"5810.1",87074,"10465"
"5810.2",87074,"10472"
"5810.3",87074,"10473"
"5811",87075,"10473"
"5812",87076,"10473"
"5813",87077,"10473"
"5814",87078,"10473"
"5815",87079,"10473"
"5816",87080,"10473"
"5817",87081,"10473"
"5818",87082,"10473"
"5819",87083,"10473"
"5820",87084,"10473"
"5821",87085,"10473"
"5822",87086,"10473"
"5823",87087,"10473"
"5824",87088,"10473"
"5825",87089,"10473"
"5826",87090,"10460"
"5827",87091,"10460"
"5828",87092,"10460"
"5829",87093,"10462"
"5830",87094,"10462"
"5831",87095,"10462"
"5831.1",87095,"10473"
"5832",87096,"10460"
"5832.1",87096,"10462"
"5833",87097,"10472"
"5834",87098,"10462"
