"","ADED","zipcode"
"2852.1",56091,"11216"
"2853",56069,"11213"
"2854",56070,"11213"
"2855",56071,"11213"
"2856",56072,"11213"
"2857",56073,"11213"
"2858",56074,"11213"
"2859",56075,"11213"
"2860",56076,"11213"
"2861",56077,"11213"
"2862",56078,"11213"
"2863",56079,"11205"
"2863.1",56079,"11206"
"2863.2",56079,"11216"
"2863.3",56079,"11221"
"2864",56080,"11233"
"2864.1",56080,"11216"
"2864.2",56080,"11221"
"2865",56081,"11233"
"2865.1",56081,"11213"
"2866",56082,"11213"
"2866.1",56082,"11216"
"2867",56083,"11233"
"2867.1",56083,"11213"
"2868",56084,"11213"
"2869",56085,"11205"
"2869.1",56085,"11206"
"2869.2",56085,"11216"
"2870",56086,"11221"
"2871",56087,"11216"
"2872",56088,"11216"
"2873",56089,"11233"
"2874",56090,"11233"
"2874.1",56090,"11221"
"2875",56092,"11206"
"2876",57001,"11201"
"2877",57002,"11201"
"2877.1",57002,"11205"
"2878",57003,"11201"
"2878.1",57003,"11205"
"2879",57004,"11201"
"2880",57005,"11205"
"2881",57006,"11205"
"2882",57007,"11205"
"2883",57008,"11201"
"2883.1",57008,"11205"
"2884",57009,"11201"
"2885",57010,"11201"
"2886",57011,"11201"
"2886.1",57011,"11205"
"2887",57012,"11201"
"2887.1",57012,"11205"
"2888",57013,"11201"
"2888.1",57013,"11205"
"2889",57014,"11201"
"2889.1",57014,"11205"
"2889.2",57014,"11217"
"2890",57015,"11238"
"2890.1",57015,"11201"
"2890.2",57015,"11205"
"2890.3",57015,"11217"
"2891",57016,"11205"
"2892",57017,"11205"
"2893",57018,"11205"
"2894",57019,"11205"
"2895",57020,"11205"
"2895.1",57020,"11206"
"2896",57021,"11205"
"2896.1",57021,"11216"
"2897",57022,"11205"
"2897.1",57022,"11206"
"2898",57023,"11238"
"2898.1",57023,"11205"
"2899",57024,"11205"
"2900",57025,"11201"
"2900.1",57025,"11217"
"2901",57026,"11217"
"2902",57027,"11238"
"2902.1",57027,"11201"
"2902.2",57027,"11205"
"2902.3",57027,"11217"
"2903",57028,"11238"
"2903.1",57028,"11205"
"2903.2",57028,"11217"
"2904",57029,"11238"
"2904.1",57029,"11205"
"2905",57030,"11238"
"2905.1",57030,"11205"
"2906",57031,"11238"
"2906.1",57031,"11205"
"2907",57052,"11216"
"2908",57032,"11205"
"2909",57033,"11238"
"2909.1",57033,"11205"
"2910",57034,"11238"
"2910.1",57034,"11205"
"2911",57035,"11238"
"2912",57036,"11238"
"2912.1",57036,"11205"
"2912.2",57036,"11216"
"2913",57037,"11205"
"2913.1",57037,"11216"
"2914",57038,"11238"
"2914.1",57038,"11205"
"2914.2",57038,"11216"
"2915",57039,"11238"
"2916",57040,"11238"
"2916.1",57040,"11205"
"2917",57041,"11238"
"2918",57042,"11238"
"2918.1",57042,"11217"
"2919",57043,"11238"
"2919.1",57043,"11217"
"2920",57044,"11238"
"2920.1",57044,"11217"
"2921",57045,"11238"
"2921.1",57045,"11217"
"2922",57046,"11238"
"2922.1",57046,"11217"
"2923",57047,"11238"
"2924",57048,"11238"
"2925",57049,"11238"
"2926",57050,"11238"
"2926.1",57050,"11216"
"2927",57051,"11238"
"2927.1",57051,"11216"
"2928",57054,"11238"
"2928.1",57054,"11216"
"2929",57055,"11238"
"2929.1",57055,"11216"
"2930",57056,"11238"
"2931",57057,"11238"
"2931.1",57057,"11216"
"2932",57058,"11216"
"2933",57059,"11238"
"2933.1",57059,"11216"
"2934",57060,"11238"
"2935",57061,"11238"
"2935.1",57061,"11217"
"2936",57062,"11217"
"2937",57063,"11238"
"2937.1",57063,"11217"
"2938",57064,"11238"
"2939",57065,"11238"
"2940",57066,"11238"
"2940.1",57066,"11216"
"2941",57067,"11216"
"2942",57068,"11238"
"2942.1",57068,"11216"
"2943",57069,"11238"
"2944",57070,"11238"
"2945",57071,"11238"
"2945.1",57071,"11217"
"2946",57072,"11238"
"2947",57073,"11238"
"2948",57074,"11238"
"2949",57075,"11238"
"2950",57076,"11238"
"2951",67110,"10036"
"2952",57077,"11238"
"2953",57078,"11238"
"2954",57079,"11238"
"2955",57080,"11238"
"2956",57081,"11238"
"2956.1",57081,"11216"
"2957",57082,"11225"
"2957.1",57082,"11216"
"2958",57083,"11225"
"2958.1",57083,"11216"
"2959",57084,"11225"
"2959.1",57084,"11238"
"2959.2",57084,"11216"
"2960",57085,"11225"
"2960.1",57085,"11216"
"2961",57086,"11225"
"2961.1",57086,"11238"
"2962",57087,"11225"
"2962.1",57087,"11238"
"2963",57088,"11225"
"2964",57089,"11225"
"2964.1",57089,"11238"
"2965",57090,"11225"
"2966",57091,"11225"
"2967",57092,"11225"
"2968",57093,"11225"
"2969",57094,"11205"
"2970",57095,"11238"
"2970.1",57095,"11205"
"2971",57096,"11225"
"2971.1",57096,"11238"
"2971.2",57096,"11216"
"2972",57097,"11205"
"2973",58029,"11203"
"2973.1",58029,"11210"
"2974",57098,"11201"
"2974.1",57098,"11205"
"2975",57099,"11238"
"2975.1",57099,"11216"
"2976",57100,"11238"
"2976.1",57100,"11216"
"2977",57101,"11216"
"2978",57102,"11205"
"2979",57103,"11238"
"2980",57104,"11238"
"2980.1",57104,"11216"
"2981",57105,"11238"
"2982",57106,"11201"
"2982.1",57106,"11205"
"2983",58001,"11203"
"2984",58002,"11203"
"2984.1",58002,"11212"
"2984.2",58002,"11213"
"2985",58003,"11212"
"2986",58004,"11203"
"2986.1",58004,"11212"
"2987",58005,"11203"
"2987.1",58005,"11212"
"2988",58006,"11212"
"2989",58007,"11212"
"2990",58008,"11203"
"2990.1",58008,"11212"
"2991",58009,"11203"
"2992",58030,"11203"
"2993",58010,"11236"
"2993.1",58010,"11203"
"2993.2",58010,"11212"
"2994",58011,"11212"
"2995",58012,"11203"
"2996",58013,"11203"
"2997",58014,"11203"
"2998",58015,"11203"
"2999",58016,"11203"
"3000",58017,"11203"
"3000.1",58017,"11210"
"3001",58018,"11203"
"3001.1",58018,"11210"
"3002",58019,"11203"
"3002.1",58019,"11210"
"3003",58020,"11210"
"3004",58021,"11210"
"3005",58022,"11210"
"3006",58023,"11203"
"3007",58024,"11203"
"3008",58025,"11203"
"3009",58026,"11210"
"3010",58027,"11234"
"3010.1",58027,"11203"
"3010.2",58027,"11210"
"3011",58028,"11203"
"3011.1",58028,"11210"
"3012",58083,"11203"
"3012.1",58083,"11210"
"3013",58031,"11203"
"3014",58032,"11203"
"3015",58033,"11203"
"3016",58034,"11203"
"3017",58035,"11203"
"3018",58036,"11203"
"3019",58037,"11203"
"3020",58038,"11234"
"3020.1",58038,"11236"
"3020.2",58038,"11203"
"3021",58039,"11236"
"3021.1",58039,"11203"
"3022",58040,"11203"
"3023",58041,"11236"
"3023.1",58041,"11203"
"3024",58042,"11236"
"3024.1",58042,"11203"
"3025",58043,"11203"
"3026",58044,"11234"
"3026.1",58044,"11236"
"3027",58045,"11203"
"3027.1",58045,"11212"
"3028",58046,"11203"
"3029",58047,"11203"
"3030",58048,"11203"
"3031",58049,"11236"
"3031.1",58049,"11203"
"3032",58050,"11234"
"3032.1",58050,"11236"
"3032.2",58050,"11203"
"3033",58051,"11234"
"3034",58052,"11212"
"3035",58053,"11236"
"3035.1",58053,"11212"
"3036",58054,"11236"
"3036.1",58054,"11212"
"3037",58055,"11236"
"3037.1",58055,"11212"
"3038",58056,"11236"
"3038.1",58056,"11212"
"3039",58057,"11236"
"3040",58058,"11236"
"3041",58059,"11236"
"3042",58060,"11236"
"3043",58061,"11236"
"3043.1",58061,"11212"
"3044",58062,"11236"
"3045",58063,"11236"
"3046",58064,"11236"
"3047",58084,"11212"
"3048",58065,"11236"
"3049",58066,"11236"
"3049.1",58066,"11212"
"3050",58067,"11212"
"3051",58068,"11212"
"3052",58069,"11236"
"3052.1",58069,"11212"
"3053",58070,"11236"
"3054",58071,"11236"
"3055",58072,"11236"
"3056",58073,"11236"
"3057",58074,"11236"
"3058",58075,"11236"
"3059",58076,"11236"
"3060",58077,"11236"
"3061",58078,"11236"
"3062",58079,"11236"
"3063",58080,"11203"
"3063.1",58080,"11210"
"3064",58081,"11210"
"3065",58082,"11236"
"3066",58085,"11212"
"3067",58086,"11203"
"3068",59001,"11234"
"3069",59002,"11234"
"3070",59003,"11234"
"3070.1",59003,"11236"
"3071",59004,"11234"
"3071.1",59004,"11236"
"3072",59005,"11234"
"3072.1",59005,"11236"
"3073",59006,"11236"
"3074",59007,"11236"
"3075",59008,"11236"
"3076",59009,"11236"
"3077",59010,"11236"
"3078",59011,"11236"
"3079",59012,"11236"
"3080",59013,"11236"
"3081",59014,"11236"
"3082",59015,"11234"
"3082.1",59015,"11236"
"3083",59016,"11236"
"3084",59017,"11234"
"3084.1",59017,"11236"
"3085",59018,"11234"
"3086",59019,"11234"
"3087",59020,"11234"
"3088",59021,"11234"
"3089",59022,"11234"
"3090",59023,"11234"
"3091",59024,"11234"
"3092",59025,"11236"
"3093",59026,"11234"
"3094",59027,"11234"
"3095",59028,"11234"
"3096",59029,"11234"
"3097",59030,"11234"
"3098",59031,"11234"
"3099",59032,"11234"
"3100",59033,"11234"
"3101",59034,"11229"
"3101.1",59034,"11234"
"3102",59035,"11229"
"3102.1",59035,"11234"
"3103",59036,"11234"
"3104",59037,"11229"
"3104.1",59037,"11234"
"3105",59038,"11234"
"3106",59039,"11234"
"3107",59040,"11229"
"3107.1",59040,"11234"
"3107.2",59040,"11235"
"3108",59041,"11236"
"3109",59043,"11229"
"3109.1",59043,"11234"
"3109.2",59043,"11235"
"3110",59051,"11234"
"3111",65037,"10002"
"3112",59042,"11229"
"3112.1",59042,"11234"
"3112.2",59042,"11235"
"3113",59055,"11234"
"3114",60001,"11207"
"3115",59044,"11229"
"3115.1",59044,"11234"
"3115.2",59044,"11235"
"3116",59046,"11229"
"3116.1",59046,"11234"
"3116.2",59046,"11235"
"3117",59047,"11236"
"3118",59045,"11229"
"3118.1",59045,"11234"
"3118.2",59045,"11235"
"3119",59048,"11234"
"3119.1",59048,"11235"
"3120",59049,"11236"
"3120.1",59049,"11239"
"3121",59052,"11234"
"3122",59053,"11234"
"3123",59054,"11234"
"3124",60002,"11207"
"3125",67111,"10036"
"3126",59056,"11234"
"3127",59057,"11234"
"3128",59058,"11234"
"3129",59059,"11234"
"3130",59064,"11234"
"3130.1",59064,"11236"
"3131",59065,"11236"
"3132",59066,"11236"
"3133",59067,"11236"
"3134",59068,"11236"
"3135",59069,"11236"
"3136",59070,"11236"
"3137",69005,"10024"
"3138",59060,"11234"
"3139",59061,"11234"
"3140",59062,"11234"
"3141",59063,"11236"
"3142",59071,"11236"
"3143",60003,"11207"
"3144",59072,"11236"
"3145",59073,"11236"
"3146",59074,"11236"
"3147",59075,"11236"
"3148",59076,"11236"
"3149",59077,"11236"
"3150",59078,"11236"
"3151",59079,"11236"
"3152",59080,"11234"
"3153",59081,"11236"
"3154",59082,"11236"
"3155",59083,"11234"
"3156",59084,"11236"
"3157",59085,"11236"
"3158",59086,"11236"
"3159",59087,"11234"
"3159.1",59087,"11236"
"3160",59089,NA
"3161",60004,"11239"
"3161.1",60004,"11208"
"3162",60005,"11239"
"3162.1",60005,"11207"
"3162.2",60005,"11208"
"3163",60006,"11207"
"3164",60007,"11207"
"3165",60008,"11207"
"3165.1",60008,"11208"
"3166",60009,"11207"
"3166.1",60009,"11208"
"3167",60010,"11208"
"3168",60011,"11208"
"3169",60012,"11208"
"3170",60013,"11239"
"3171",60014,"11208"
"3172",60015,"11208"
"3173",60016,"11208"
"3174",60017,"11239"
"3175",60018,"11208"
"3176",60019,"11208"
"3177",60020,"11208"
"3178",60021,"11208"
"3179",60037,"11207"
"3180",60022,"11208"
"3181",60023,"11414"
"3181.1",60023,"11208"
"3181.2",60023,"11417"
"3182",60024,"11414"
"3182.1",60024,"11208"
"3183",60025,"11208"
"3184",60026,"11208"
"3185",60027,"11208"
"3186",60028,"11208"
"3187",60029,"11208"
"3188",60030,"11208"
"3189",60031,"11208"
"3190",60032,"11208"
"3191",60033,"11208"
"3192",60034,"11207"
"3192.1",60034,"11208"
"3193",60035,"11207"
"3193.1",60035,"11208"
"3194",60036,"11207"
"3195",60038,"11207"
"3196",60039,"11207"
"3197",60040,"11207"
"3198",60041,"11207"
"3198.1",60041,"11212"
"3199",60042,"11207"
"3200",60043,"11207"
"3200.1",60043,"11212"
"3201",60044,"11207"
"3201.1",60044,"11212"
"3202",60045,"11212"
"3203",60046,"11212"
"3204",60047,"11212"
"3205",60048,"11212"
"3206",60049,"11212"
"3207",60050,"11236"
"3207.1",60050,"11212"
"3208",60051,"11236"
"3208.1",60051,"11207"
"3208.2",60051,"11212"
"3209",60052,"11207"
"3210",60053,"11207"
"3211",60054,"11207"
"3212",60055,"11207"
"3213",60056,"11207"
"3214",60057,"11208"
"3215",60058,"11208"
"3216",60059,"11414"
"3216.1",60059,"11208"
"3217",60060,"11208"
"3218",60061,"11208"
"3219",60062,"11239"
"3219.1",60062,"11207"
"3220",60063,"11207"
"3220.1",60063,"11208"
"3221",60064,"11207"
"3221.1",60064,"11208"
"3222",60065,"11207"
"3223",61023,"10302"
"3224",69006,"10024"
"3225",60066,"11207"
"3226",60067,"11207"
"3227",60068,"11207"
"3228",60069,"11236"
"3228.1",60069,"11239"
"3228.2",60069,"11207"
"3229",60070,"11236"
"3229.1",60070,"11207"
"3229.2",60070,"11212"
"3230",60071,"11236"
"3231",60072,"11236"
"3231.1",60072,"11207"
"3232",60073,"11236"
"3232.1",60073,"11239"
"3232.2",60073,"11207"
"3233",60085,"11414"
"3233.1",60085,"11208"
"3234",61024,"10302"
"3235",60074,"11236"
"3235.1",60074,"11239"
"3235.2",60074,"11207"
"3236",60075,"11239"
"3237",60076,"11239"
"3238",60077,"11236"
"3238.1",60077,"11239"
"3239",61007,"10301"
"3240",61008,"10301"
"3241",61009,"10301"
"3242",60078,"11239"
"3243",60079,"11236"
"3243.1",60079,"11239"
"3244",60080,"11207"
"3245",60081,"11207"
"3246",60082,"11207"
"3247",60083,"11207"
"3247.1",60083,"11208"
"3248",60084,"11239"
"3248.1",60084,"11208"
"3249",64019,"10306"
"3250",60086,"11239"
"3250.1",60086,"11414"
"3250.2",60086,"11207"
"3250.3",60086,"11208"
"3251",60087,"11207"
"3251.1",60087,"11212"
"3252",60088,"11207"
"3253",60089,"11208"
"3254",60090,"11208"
"3255",60091,"11212"
"3256",61010,"10301"
"3257",61001,"10301"
"3258",61002,"10301"
"3259",61003,"10301"
"3260",61004,"10301"
"3261",61005,"10301"
"3262",61006,"10301"
"3262.1",61006,"10304"
"3263",65051,"10002"
"3264",61011,"10301"
"3264.1",61011,"10310"
"3265",61012,"10301"
"3265.1",61012,"10310"
"3266",61013,"10310"
"3267",61014,"10310"
"3268",61015,"10310"
"3269",61021,"10302"
"3270",61022,"10302"
"3270.1",61022,"10303"
"3271",65052,"10002"
"3272",61016,"10302"
"3272.1",61016,"10310"
"3273",61017,"10302"
"3273.1",61017,"10310"
"3274",61018,"10310"
"3275",61019,"10310"
"3276",61020,"10302"
"3276.1",61020,"10310"
"3277",69007,"10024"
"3278",61025,"10302"
"3278.1",61025,"10303"
"3279",61026,"10302"
"3279.1",61026,"10303"
"3280",61027,"10303"
"3281",61028,"10303"
"3282",61036,"10314"
"3283",65053,"10002"
"3284",61029,"10303"
"3284.1",61029,"10314"
"3285",61030,"10302"
"3285.1",61030,"10303"
"3285.2",61030,"10314"
"3286",61031,"10303"
"3287",61032,"10303"
"3288",61033,"10301"
"3288.1",61033,"10304"
"3289",61034,"10302"
"3289.1",61034,"10314"
"3290",61035,"10314"
"3291",65054,"10002"
"3292",61037,"10301"
"3292.1",61037,"10310"
"3293",61038,"10301"
"3293.1",61038,"10310"
"3294",61039,"10301"
"3294.1",61039,"10310"
"3295",61040,"10301"
"3295.1",61040,"10310"
"3296",61041,"10301"
"3296.1",61041,"10310"
"3297",61042,"10301"
"3297.1",61042,"10310"
"3298",61043,"10301"
"3298.1",61043,"10310"
"3298.2",61043,"10314"
"3299",61044,"10302"
"3299.1",61044,"10310"
"3299.2",61044,"10314"
"3300",62014,"10309"
"3301",61045,"10302"
"3301.1",61045,"10314"
"3302",61046,"10302"
"3302.1",61046,"10303"
"3302.2",61046,"10314"
"3303",61047,"10302"
"3303.1",61047,"10314"
"3304",61048,"10302"
"3304.1",61048,"10314"
"3305",61049,"10301"
"3305.1",61049,"10304"
"3306",61050,"10304"
"3307",61051,"10301"
"3307.1",61051,"10304"
"3308",61052,"10301"
"3308.1",61052,"10304"
"3309",61053,"10304"
"3310",61054,"10304"
"3310.1",61054,"10305"
"3311",61055,"10304"
"3312",61056,"10301"
"3312.1",61056,"10304"
"3313",61065,"10301"
"3313.1",61065,"10304"
"3313.2",61065,"10305"
"3314",65077,"10002"
"3314.1",65077,"10009"
"3315",61057,"10301"
"3315.1",61057,"10304"
"3316",61058,"10304"
"3317",61059,"10304"
"3318",61060,"10304"
"3318.1",61060,"10305"
"3319",61061,"10304"
"3320",61062,"10302"
"3320.1",61062,"10310"
"3320.2",61062,"10314"
"3321",61063,"10303"
"3321.1",61063,"10314"
"3322",61064,"10301"
"3323",61074,"10304"
"3324",61066,"10301"
"3324.1",61066,"10304"
"3325",61067,"10303"
"3325.1",61067,"10314"
"3326",61068,"10310"
"3327",61069,"10304"
"3327.1",61069,"10305"
"3328",61070,"10310"
"3329",61071,"10310"
"3330",61072,"10301"
"3331",61073,"10304"
"3332",61075,"10301"
"3332.1",61075,"10304"
"3333",61076,"10302"
"3333.1",61076,"10310"
"3334",61077,"10301"
"3335",61078,"10301"
"3336",61079,"07206"
"3336.1",61079,"07002"
"3337",62002,"10307"
"3338",62025,"10312"
"3339",65078,"10009"
"3340",62001,"10307"
"3341",62012,"10309"
"3342",62013,"10309"
"3343",65079,"10009"
"3344",62003,"10307"
"3344.1",62003,"10309"
"3345",62004,"10307"
"3346",62005,"10307"
"3346.1",62005,"10309"
"3347",62044,"10312"
"3348",62006,"10307"
"3349",62007,"10307"
"3350",62008,"10307"
"3350.1",62008,"10309"
"3351",62009,"10309"
"3352",62010,"10307"
"3352.1",62010,"10309"
"3353",62011,"10309"
"3354",62047,"10312"
"3355",62015,"10309"
"3356",62016,"10309"
"3357",62017,"10309"
"3358",62018,"10309"
"3358.1",62018,"10312"
"3359",62019,"10309"
"3359.1",62019,"10312"
"3360",62020,"10309"
"3360.1",62020,"10312"
"3361",62021,"10309"
"3361.1",62021,"10312"
"3362",62022,"10309"
"3362.1",62022,"10312"
"3363",62023,"10312"
"3364",62024,"10312"
"3365",62026,"10312"
"3366",62027,"10312"
"3367",62028,"10312"
"3368",62029,"10309"
"3368.1",62029,"10312"
"3369",62030,"10309"
"3370",62074,"10312"
"3371",62031,"10309"
"3371.1",62031,"10312"
"3372",62032,"10309"
"3372.1",62032,"10312"
"3373",62033,"10312"
"3374",62045,"10312"
"3375",62034,"10312"
"3376",62035,"10312"
"3377",62036,"10312"
"3378",62037,"10312"
"3379",62046,"10308"
"3379.1",62046,"10312"
"3380",75084,"10019"
"3380.1",75084,"10036"
"3381",62038,"10312"
"3382",62039,"10312"
"3383",62040,"10312"
"3384",62041,"10312"
"3385",62042,"10312"
"3386",62043,"10312"
"3387",67114,"10025"
"3388",62048,"10308"
"3388.1",62048,"10312"
"3389",62049,"10308"
"3389.1",62049,"10312"
"3390",62050,"10308"
"3391",62051,"10306"
"3391.1",62051,"10308"
"3391.2",62051,"10312"
"3392",62052,"10308"
"3393",62053,"10308"
"3394",62054,"10306"
"3394.1",62054,"10308"
"3394.2",62054,"10312"
"3395",62055,"10308"
"3396",62056,"10306"
"3396.1",62056,"10308"
"3397",62057,"10306"
"3397.1",62057,"10308"
"3398",65035,"10002"
"3399",62058,"10308"
"3400",62059,"10306"
"3400.1",62059,"10308"
"3401",62060,"10306"
"3402",62061,"10306"
"3402.1",62061,"10308"
"3403",62062,"10312"
"3404",62063,"10306"
"3405",62075,"10312"
"3406",65055,"10002"
"3407",62064,"10306"
"3408",62065,"10306"
"3409",62066,"10306"
"3410",62067,"10306"
"3411",62068,"10306"
"3412",62069,"10304"
"3412.1",62069,"10306"
"3413",77016,"10452"
"3414",62070,"10301"
"3414.1",62070,"10304"
"3414.2",62070,"10306"
"3414.3",62070,"10314"
"3415",62071,"10304"
"3415.1",62071,"10306"
"3416",62072,"10304"
"3416.1",62072,"10306"
"3417",62073,"10306"
"3418",62076,"10307"
"3418.1",62076,"10309"
"3419",62077,"10307"
"3420",62078,"10307"
"3420.1",62078,"10309"
"3421",62079,"10309"
"3422",62080,"10309"
"3423",62081,"10309"
"3423.1",62081,"10312"
"3424",62082,"10309"
"3425",63003,"10312"
"3426",63004,"10312"
"3427",65080,"10002"
"3428",62083,"10309"
"3428.1",62083,"10312"
"3429",62084,"10312"
"3430",62085,"10306"
"3431",62086,"10312"
"3432",62088,"10309"
"3433",63001,"10312"
"3434",63002,"10309"
"3434.1",63002,"10312"
"3434.2",63002,"10314"
"3435",69014,"10024"
"3436",63005,"10312"
"3437",63006,"10312"
"3438",63007,"10312"
"3439",63008,"10309"
"3439.1",63008,"10312"
"3439.2",63008,"10314"
"3440",63009,"10306"
"3441",63010,"10301"
"3441.1",63010,"10304"
"3442",63011,"10306"
"3442.1",63011,"10312"
"3442.2",63011,"10314"
"3443",63012,"10314"
"3444",63013,"10314"
"3445",63014,"10314"
"3446",63015,"10314"
"3447",63016,"10314"
"3448",63047,"10304"
"3449",63017,"10301"
"3449.1",63017,"10304"
"3450",63018,"10312"
"3450.1",63018,"10314"
"3451",63019,"10303"
"3451.1",63019,"10311"
"3451.2",63019,"10314"
"3452",63020,"10306"
"3452.1",63020,"10314"
"3453",63021,"10306"
"3453.1",63021,"10314"
"3454",63022,"10306"
"3454.1",63022,"10314"
"3455",63023,"10314"
"3456",63024,"10314"
"3457",63025,"10306"
"3457.1",63025,"10314"
"3458",63026,"10314"
"3459",63027,"10314"
"3460",63028,"10314"
"3461",63029,"10311"
"3461.1",63029,"10314"
"3462",63030,"10314"
"3463",63031,"10314"
"3464",63032,"10303"
"3464.1",63032,"10314"
"3465",63033,"10303"
"3465.1",63033,"10314"
"3466",63034,"10314"
"3467",63035,"10314"
"3468",63036,"10301"
"3468.1",63036,"10304"
"3469",63037,"10303"
"3469.1",63037,"10314"
"3470",63038,"10303"
"3470.1",63038,"10314"
"3471",63039,"10303"
"3472",63083,"10314"
"3473",63040,"10303"
"3474",63041,"10303"
"3475",63042,"10303"
"3476",63043,"10303"
"3477",63044,"10303"
"3477.1",63044,"10314"
"3478",63045,"10303"
"3479",63046,"10304"
"3479.1",63046,"10306"
"3480",63084,"10306"
"3480.1",63084,"10314"
"3481",63048,"10301"
"3481.1",63048,"10304"
"3481.2",63048,"10306"
"3481.3",63048,"10314"
"3482",63049,"10304"
"3483",63050,"10304"
"3484",63061,"10301"
"3484.1",63061,"10310"
"3485",63062,"10301"
"3485.1",63062,"10314"
"3486",63063,"10301"
"3486.1",63063,"10310"
"3486.2",63063,"10314"
"3487",69035,"10025"
"3488",63051,"10301"
"3488.1",63051,"10304"
"3489",63052,"10301"
"3489.1",63052,"10304"
"3490",63053,"10314"
"3491",63064,"10314"
"3492",63054,"10306"
"3492.1",63054,"10314"
"3493",63055,"10301"
"3493.1",63055,"10306"
"3493.2",63055,"10314"
"3494",63056,"10314"
"3495",63057,"10314"
"3496",63058,"10314"
"3497",63059,"10314"
"3498",63060,"10314"
"3499",63081,"10314"
"3500",63065,"10314"
"3501",63066,"10314"
"3502",63067,"10302"
"3502.1",63067,"10314"
"3503",63068,"10314"
"3504",63069,"10314"
"3505",63070,"10301"
"3505.1",63070,"10304"
"3505.2",63070,"10314"
"3506",63071,"10314"
"3507",63072,"10301"
"3507.1",63072,"10314"
"3508",63073,"10301"
"3508.1",63073,"10304"
"3509",63074,"10301"
"3509.1",63074,"10310"
"3509.2",63074,"10314"
"3510",63075,"10304"
"3510.1",63075,"10306"
"3511",63076,"10306"
"3511.1",63076,"10314"
"3512",63077,"10314"
"3513",63078,"10314"
"3514",63079,"10314"
"3515",63080,"10303"
"3515.1",63080,"10314"
"3516",63082,"10314"
"3517",63085,"10312"
"3518",63087,"10312"
"3518.1",63087,"10314"
"3519",63089,"10301"
"3519.1",63089,"10304"
"3520",63090,"10314"
"3521",64001,"10308"
"3521.1",64001,"10312"
"3522",64002,"10308"
"3522.1",64002,"10312"
"3523",64003,"10308"
"3523.1",64003,"10312"
"3524",64004,"10308"
"3524.1",64004,"10312"
"3525",64005,"10308"
"3525.1",64005,"10312"
"3526",64006,"10308"
"3527",64007,"10308"
"3528",64008,"10308"
"3529",64009,"10306"
"3529.1",64009,"10308"
"3530",64010,"10306"
"3531",64011,"10306"
"3532",64018,"10306"
"3533",66037,"10003"
"3534",64012,"10306"
"3535",64013,"10306"
"3536",64014,"10306"
"3537",64015,"10306"
"3538",64016,"10306"
"3539",64017,"10306"
"3540",64020,"10305"
"3540.1",64020,"10306"
"3541",64021,"10306"
"3542",64022,"10306"
"3543",64023,"10306"
"3544",64024,"10306"
"3545",64025,"10305"
"3545.1",64025,"10306"
"3546",64026,"10304"
"3546.1",64026,"10305"
"3546.2",64026,"10306"
"3547",64027,"10306"
"3548",64028,"10305"
"3548.1",64028,"10306"
"3549",64029,"10305"
"3549.1",64029,"10306"
"3550",64030,"10305"
"3550.1",64030,"10306"
"3551",64031,"10305"
"3552",64032,"10304"
"3552.1",64032,"10305"
"3552.2",64032,"10306"
"3553",64033,"10304"
"3553.1",64033,"10305"
"3554",66038,"10003"
"3555",64034,"10304"
"3555.1",64034,"10305"
"3556",64035,"10304"
"3556.1",64035,"10305"
"3557",64036,"10305"
"3558",64037,"10304"
"3558.1",64037,"10305"
"3559",64038,"10304"
"3559.1",64038,"10305"
"3560",64039,"10305"
"3561",65056,"10002"
"3562",64040,"10305"
"3563",64041,"10305"
"3564",64042,"10305"
"3565",64043,"10305"
"3566",64044,"10305"
"3567",64048,"10306"
"3568",64049,"10305"
"3569",65057,"10002"
"3570",64045,"10304"
"3570.1",64045,"10305"
"3571",64046,"10305"
"3572",64047,"10305"
"3573",64050,"10305"
"3574",64051,"10304"
"3574.1",64051,"10305"
"3575",64052,"10305"
"3576",64053,"10305"
"3577",64054,"10308"
"3578",64055,"10306"
"3578.1",64055,"10308"
"3579",64056,"10306"
"3580",64057,"10305"
"3580.1",64057,"10306"
"3581",64058,"10308"
"3582",64059,"10305"
"3583",64084,"11209"
"3584",64060,"10305"
"3585",64061,"10304"
"3585.1",64061,"10305"
"3586",64062,"10306"
"3587",64063,"10306"
"3588",64064,NA
"3589",64065,NA
"3590",64068,"10305"
"3591",64069,NA
"3592",64070,NA
"3593",64085,"11209"
"3594",64086,"11209"
"3595",64087,"11209"
"3596",64088,"11209"
"3597",64089,"11209"
"3598",64090,"11209"
"3599",65076,"10002"
"3599.1",65076,"10009"
"3600",64075,"11209"
"3600.1",64075,"11220"
"3601",64076,"11209"
"3601.1",64076,"11220"
"3602",64077,"11209"
"3602.1",64077,"11220"
"3603",64078,"11209"
"3604",64079,"11209"
"3605",64080,"11209"
"3605.1",64080,"11220"
"3606",64081,"11209"
"3606.1",64081,"11220"
"3607",64082,"11209"
"3607.1",64082,"11220"
"3608",64083,"11209"
"3609",64091,"11209"
"3610",64092,"11209"
"3611",64093,"11209"
"3611.1",64093,"11220"
"3612",64094,"11220"
"3613",64095,"11220"
"3614",64096,"11220"
"3615",64097,"11220"
"3616",65008,"10038"
"3617",65009,"10038"
"3618",65010,"10004"
"3618.1",65010,"10005"
"3618.2",65010,"10006"
"3618.3",65010,"10007"
"3618.4",65010,"10038"
"3619",65011,"10280"
"3619.1",65011,"10006"
"3620",65012,"10280"
"3620.1",65012,"10004"
